edad,conversacion_con_IA_horas,interaccion_social_presencial_horas,tiempo_redes_sociales_horas,tiempo_frente_pantallas_horas,total_amigos_cercanos,nivel_soledad,nivel_apego_emocional,nivel_satisfaccion_relaciones_reales,horas_sueño,nivel_calidad_sueño,horas_ejercicio,nivel_ansiedad,nivel_depresion,nivel_estres,nivel_autoestima,riesgo_dependencia
44,0.74,4.79,2.67,5.02,4,6.1,5.8,6.8,6.8,7.7,4.7,5.2,3.7,6.0,4.8,Moderado
20,4.18,3.43,2.32,7.21,1,8.9,8.2,2.4,6.2,6.8,1.2,8.1,5.6,5.4,3.8,Alto
20,0.59,4.19,1.59,5.53,5,2.8,1.6,8.4,7.4,8.9,4.7,4.8,1.0,3.1,8.5,Bajo
27,1.22,4.2,3.32,8.22,7,3.5,3.6,7.7,8.0,6.2,2.1,2.3,1.4,3.1,8.9,Bajo
33,0.0,6.39,1.92,1.57,5,4.2,1.0,8.0,8.5,6.9,5.6,4.9,1.0,4.1,7.0,Bajo
36,0.0,6.32,0.65,3.52,4,1.0,1.0,9.5,7.3,8.3,6.3,2.7,1.0,1.0,8.7,Bajo
22,2.62,2.38,2.86,8.55,1,3.9,3.6,6.1,6.3,6.1,2.8,3.8,7.2,4.9,5.1,Bajo
41,0.0,4.79,2.39,4.72,8,3.3,4.5,7.6,7.5,7.1,4.5,2.6,1.5,4.9,9.7,Bajo
41,0.67,5.46,0.5,3.75,7,3.7,3.2,5.6,7.8,7.7,4.6,3.1,1.0,4.0,9.2,Bajo
16,1.13,5.53,1.35,5.0,5,5.3,3.1,8.9,8.0,6.9,3.9,2.4,2.4,4.4,7.5,Bajo
35,1.38,3.08,2.3,6.55,5,5.0,3.8,4.4,6.8,5.1,4.6,6.5,3.9,4.3,7.6,Alto
44,1.4,6.77,1.22,3.52,6,5.6,3.5,6.5,6.8,8.1,4.5,1.9,3.1,1.0,6.8,Bajo
15,1.57,2.26,3.41,8.18,6,6.1,3.7,5.9,7.7,6.7,3.5,5.2,3.8,6.7,6.7,Moderado
42,1.07,3.61,2.33,5.61,2,5.5,4.4,5.9,5.6,4.3,1.3,4.5,3.9,6.7,3.5,Moderado
29,1.42,6.06,1.85,5.41,3,5.7,3.6,6.9,6.8,7.6,4.2,4.0,5.4,6.4,7.0,Bajo
15,1.19,4.99,0.88,4.63,7,3.9,2.5,7.1,7.3,8.3,4.2,6.3,1.3,4.5,7.9,Bajo
19,3.89,4.63,3.06,7.68,1,5.7,5.8,4.2,7.3,3.4,2.5,7.1,4.8,5.8,5.3,Moderado
42,0.71,2.98,3.41,4.57,4,3.3,3.9,5.4,6.8,8.4,4.8,4.9,4.8,7.7,6.8,Bajo
43,3.03,2.88,3.47,8.38,2,6.1,6.4,1.0,6.7,4.9,0.0,7.9,7.8,5.0,2.8,Alto
30,1.33,3.61,3.63,8.5,5,6.4,3.8,4.2,7.9,7.1,2.9,5.7,4.3,6.1,5.8,Alto
33,2.81,1.66,3.45,7.07,3,8.7,8.0,2.1,5.7,3.3,3.2,6.3,4.8,8.3,3.3,Alto
18,2.15,4.19,0.58,4.91,3,8.7,2.9,4.8,6.9,6.3,6.4,8.0,7.1,6.3,5.8,Alto
17,0.0,4.63,1.13,2.41,5,1.1,1.0,10.0,8.1,10.0,3.5,3.4,1.0,2.8,7.0,Bajo
31,1.15,3.91,1.77,4.06,3,5.5,4.8,8.1,7.1,6.7,4.8,3.7,4.7,2.3,5.8,Bajo
31,1.27,4.49,2.55,6.32,4,6.5,4.0,3.2,5.3,7.5,4.9,4.1,4.3,6.7,7.7,Alto
26,3.71,2.9,3.62,10.09,4,6.3,7.4,2.3,6.7,4.8,3.1,6.1,5.2,7.8,1.4,Alto
42,3.49,2.05,3.74,8.44,1,10.0,9.6,1.0,6.1,2.3,0.0,8.8,8.5,9.8,1.6,Alto
44,2.36,4.33,3.49,9.23,7,5.1,3.1,4.7,8.3,7.1,3.9,3.5,4.4,4.2,6.7,Moderado
43,1.79,5.35,2.49,6.7,5,6.5,2.6,5.5,6.7,6.6,0.3,6.0,4.2,4.7,6.3,Alto
28,3.56,2.2,3.1,8.42,4,9.4,4.8,4.7,5.8,4.7,3.0,6.7,4.8,6.4,3.9,Alto
35,1.52,3.6,3.19,7.05,4,6.2,2.7,4.4,6.2,5.7,1.9,3.2,1.7,6.9,4.8,Bajo
20,3.01,2.67,4.16,11.21,1,6.1,9.0,2.4,3.2,4.0,2.7,6.4,6.9,7.5,4.3,Alto
17,0.0,4.49,3.72,6.47,9,2.4,2.1,9.0,7.6,9.6,4.6,3.0,2.1,4.5,9.8,Bajo
42,1.27,2.22,2.97,5.54,4,4.6,5.1,5.6,9.0,5.5,2.1,4.5,4.2,6.0,4.3,Moderado
23,2.28,3.4,3.52,7.78,3,6.7,6.0,4.9,7.7,3.4,3.4,5.4,6.2,5.1,2.6,Alto
19,3.14,3.6,2.9,8.17,5,7.6,7.3,4.1,5.3,3.7,3.0,6.3,6.5,4.5,4.2,Alto
38,1.62,4.93,3.43,7.72,5,4.4,4.7,5.8,6.5,5.4,5.2,3.1,5.0,5.8,6.1,Bajo
43,3.72,3.11,3.7,9.66,1,5.7,5.7,2.9,5.9,7.0,2.5,6.7,3.1,7.4,3.5,Alto
31,1.06,3.6,1.91,6.86,4,3.8,5.9,5.5,8.4,7.1,4.1,3.9,1.8,3.2,4.1,Bajo
28,0.0,5.16,0.83,2.6,6,2.8,3.4,5.9,9.6,7.6,2.9,2.1,1.8,5.4,7.2,Bajo
35,3.1,5.61,0.24,3.62,8,2.8,2.3,9.8,7.7,7.5,7.3,5.1,4.3,1.7,8.7,Bajo
17,0.0,5.85,1.48,3.69,10,2.0,1.0,7.0,8.2,8.9,4.3,1.0,1.0,3.4,9.8,Bajo
42,1.7,5.72,0.67,3.93,5,4.7,2.4,8.1,7.8,8.2,5.6,2.6,2.9,5.2,6.8,Bajo
15,0.7,2.64,4.12,5.32,4,5.3,5.7,3.5,6.8,3.7,4.7,4.4,7.2,6.8,4.7,Bajo
34,1.43,3.53,1.03,3.75,3,6.1,3.4,7.4,7.4,7.2,4.8,2.5,4.1,2.3,7.3,Moderado
43,1.12,4.88,2.52,5.28,2,5.4,5.1,6.9,6.9,5.5,3.4,7.6,5.4,6.6,4.3,Moderado
35,0.85,1.17,2.85,6.84,0,8.8,5.2,5.0,6.6,4.8,2.0,9.7,5.8,6.9,2.0,Alto
37,0.6,4.03,2.02,3.13,5,3.5,2.6,5.7,5.6,8.4,4.5,2.6,4.3,3.7,6.9,Bajo
15,4.5,0.69,4.87,11.72,2,10.0,10.0,1.5,4.9,1.5,0.0,10.0,10.0,10.0,3.4,Alto
17,2.31,1.61,3.7,10.23,4,7.2,7.5,3.7,5.4,3.5,3.1,6.7,6.2,7.4,6.5,Alto
32,1.44,4.03,0.78,4.04,4,6.5,2.9,5.2,7.8,6.5,6.5,6.1,3.5,2.3,4.8,Moderado
39,1.0,4.99,1.52,4.31,6,3.7,2.2,6.5,6.4,8.4,3.9,3.9,4.2,3.1,5.9,Bajo
24,0.24,5.27,2.46,5.43,10,2.2,2.6,9.1,6.3,9.3,5.2,3.0,1.0,4.7,10.0,Bajo
36,1.6,4.83,3.13,7.26,3,4.6,4.4,5.3,5.4,6.1,2.5,6.1,5.3,5.5,5.2,Moderado
40,0.0,7.57,0.0,3.42,4,3.2,1.0,10.0,8.9,9.6,6.9,1.7,1.0,1.5,10.0,Bajo
17,3.0,2.23,4.13,8.96,3,7.5,5.5,2.3,5.3,3.6,1.3,7.2,6.3,6.0,4.8,Alto
22,0.0,9.75,0.0,2.7,10,1.0,1.0,10.0,8.8,10.0,8.7,1.0,1.0,1.0,10.0,Bajo
28,2.03,3.61,1.95,6.7,2,6.7,4.5,5.5,8.4,7.4,5.7,3.7,5.4,6.5,5.4,Moderado
38,0.0,5.05,1.13,2.79,7,2.6,3.4,7.9,8.1,9.7,7.4,1.0,1.0,5.8,7.7,Bajo
32,0.3,4.06,3.36,5.54,5,3.2,1.5,8.3,7.0,7.3,2.7,4.0,1.4,3.4,6.2,Bajo
29,1.17,5.17,0.89,4.04,5,3.0,3.8,5.5,6.3,6.9,5.8,3.6,3.6,5.1,8.0,Bajo
36,4.17,1.59,3.02,7.96,0,9.8,6.8,5.0,6.0,2.2,2.7,8.7,6.0,10.0,1.0,Alto
37,0.0,5.13,1.85,3.46,4,3.8,2.3,5.9,7.7,7.9,4.7,2.3,3.4,1.4,7.9,Bajo
16,3.69,2.79,3.39,10.57,1,8.0,8.5,4.5,6.9,4.0,4.7,5.0,6.1,8.7,6.2,Alto
41,2.06,2.5,4.87,9.96,3,7.0,7.5,3.3,4.0,4.2,3.2,7.2,8.1,7.2,4.5,Alto
24,0.0,6.73,0.0,1.42,7,1.0,1.0,9.8,9.7,10.0,8.9,1.0,1.0,1.1,10.0,Bajo
16,1.23,4.23,3.1,6.31,5,1.0,4.5,7.0,5.9,8.4,2.8,2.2,1.9,3.3,5.2,Bajo
40,4.83,1.96,4.0,11.8,2,7.1,8.5,3.9,5.5,2.8,1.1,7.4,8.4,7.1,2.0,Alto
31,0.0,6.52,1.71,4.16,4,1.7,1.5,9.7,9.2,9.0,5.7,1.1,1.0,1.9,9.9,Bajo
22,3.39,2.39,5.32,11.51,2,7.6,6.2,3.3,4.2,5.1,4.3,6.6,5.0,5.9,3.9,Alto
15,0.52,4.4,2.31,5.37,4,4.6,4.9,6.5,6.9,5.4,4.7,3.1,4.6,5.5,4.8,Bajo
23,0.68,3.18,3.48,6.38,6,8.2,3.5,4.4,6.8,6.8,2.7,4.1,2.0,6.2,6.9,Moderado
25,2.5,3.48,1.96,6.29,6,5.7,5.0,5.6,6.9,7.8,6.6,6.6,5.9,3.9,5.2,Moderado
36,2.24,2.39,3.07,6.11,2,4.3,5.4,5.8,7.1,5.6,3.1,4.6,4.9,4.7,8.4,Alto
30,1.19,6.91,0.1,3.98,6,3.7,3.5,4.9,7.7,5.8,3.8,1.8,1.0,3.7,8.5,Bajo
21,2.03,5.66,1.74,5.54,1,4.9,3.2,6.6,6.0,3.9,3.1,3.2,4.8,3.2,5.4,Bajo
43,0.31,4.19,1.81,2.47,5,4.6,5.2,5.0,6.8,6.2,1.6,5.0,6.2,5.9,6.4,Bajo
24,0.77,5.96,3.9,6.13,5,5.7,5.9,7.3,6.9,6.3,0.4,7.0,4.4,5.0,7.6,Bajo
37,2.17,4.39,4.59,9.61,0,6.4,5.1,5.5,6.7,6.1,3.4,6.9,7.5,3.6,5.3,Moderado
40,0.0,4.62,1.43,1.51,5,4.6,2.7,8.1,9.4,8.4,2.5,2.9,5.2,4.3,6.4,Bajo
17,1.48,3.68,2.36,4.81,2,4.3,5.5,4.4,7.8,3.6,3.7,5.0,5.7,5.4,4.9,Alto
32,2.81,5.22,1.31,6.26,3,6.1,4.6,6.6,8.6,5.3,5.3,2.6,5.5,6.4,5.0,Moderado
39,0.0,4.86,1.18,4.59,6,3.2,1.5,9.9,8.4,9.9,6.5,1.0,2.3,2.1,8.7,Bajo
38,1.38,3.41,1.37,5.74,5,6.1,5.4,5.4,9.0,8.3,4.7,1.1,1.5,3.2,5.3,Moderado
27,0.31,5.39,1.06,4.87,7,1.6,1.0,8.2,6.9,7.8,2.8,3.6,2.5,3.4,8.8,Bajo
42,0.0,4.41,3.22,5.43,5,2.8,1.0,9.4,7.3,6.4,6.4,4.3,1.3,4.9,6.3,Bajo
40,0.0,2.26,1.73,3.52,3,3.9,3.2,8.2,6.8,7.8,7.5,3.1,2.0,6.4,7.6,Bajo
21,2.48,2.08,3.7,9.03,3,7.2,6.0,4.8,6.1,5.5,5.4,6.2,5.4,6.8,4.5,Moderado
39,1.85,4.38,1.93,4.88,5,3.4,2.7,7.7,7.5,6.4,2.8,1.9,2.9,3.2,7.5,Bajo
18,1.27,3.8,1.37,3.66,4,4.6,4.4,6.7,7.0,3.7,3.6,2.6,2.5,5.4,5.0,Moderado
27,1.63,4.01,0.72,3.2,3,5.4,3.2,4.4,7.3,7.1,3.5,4.7,4.5,5.0,6.1,Moderado
34,0.0,6.86,2.21,5.3,6,2.9,1.9,8.2,9.1,7.2,4.3,3.4,2.1,3.5,8.0,Bajo
15,0.51,4.17,3.86,5.54,6,4.9,4.7,4.1,5.9,7.3,4.5,5.9,5.0,4.1,6.2,Bajo
22,2.9,3.33,3.68,9.58,1,5.9,6.7,5.4,5.3,5.1,6.2,8.7,7.2,5.3,2.3,Moderado
28,2.29,2.21,3.27,7.71,4,4.1,5.7,5.2,4.7,4.9,4.0,4.5,3.3,6.4,6.1,Bajo
30,2.66,3.37,2.14,7.9,5,7.8,4.4,4.8,5.9,6.0,2.7,6.7,6.7,7.0,5.4,Alto
28,1.53,2.93,4.79,7.21,1,10.0,9.3,2.7,5.7,3.2,2.9,7.4,7.3,7.2,1.9,Alto
26,1.7,2.15,3.94,7.01,5,8.1,4.9,5.1,6.1,3.9,1.5,5.4,4.7,7.2,4.0,Moderado
33,0.0,5.18,0.0,2.45,7,1.0,1.0,10.0,7.3,8.0,5.2,1.0,1.0,2.4,9.2,Bajo
37,1.6,4.19,3.32,6.49,2,6.9,5.0,6.4,6.9,6.0,5.2,4.9,3.2,4.1,2.7,Bajo
29,0.61,4.13,0.12,1.0,3,2.8,2.4,8.9,7.1,9.5,5.0,3.1,1.2,3.5,8.0,Bajo
42,4.71,1.91,5.03,10.37,2,9.6,9.4,2.4,4.9,3.3,5.0,10.0,5.6,9.9,2.0,Alto
16,2.26,4.1,2.33,5.47,4,5.2,6.2,3.0,6.9,7.9,3.9,5.6,4.9,5.2,5.6,Moderado
16,1.86,6.69,0.68,3.49,7,5.2,6.3,8.9,6.9,9.3,2.8,5.4,1.0,3.2,5.9,Bajo
37,1.68,3.16,3.47,7.83,4,7.6,6.6,3.0,7.6,6.1,0.9,4.6,4.1,6.8,7.3,Alto
36,0.48,5.67,0.82,3.64,4,7.7,5.5,5.3,6.8,8.2,5.4,1.3,5.0,4.8,4.1,Bajo
33,0.43,3.93,1.12,3.72,7,1.0,1.8,8.8,7.9,10.0,4.5,1.0,2.2,2.8,8.7,Bajo
39,2.97,3.2,2.23,9.21,3,8.8,7.2,4.3,6.6,6.4,1.3,5.2,4.4,6.4,5.8,Alto
40,0.38,4.11,0.75,4.3,4,4.7,3.5,5.2,5.5,5.0,3.7,1.9,3.9,3.4,5.4,Bajo
44,3.7,1.9,3.98,10.48,1,8.2,8.3,1.5,7.1,3.7,3.8,8.9,6.6,6.6,3.4,Alto
43,2.01,4.79,2.2,4.71,2,5.1,5.2,6.2,7.8,5.9,3.6,2.6,3.1,2.8,7.0,Moderado
36,3.47,2.2,5.4,10.92,1,10.0,9.6,2.1,5.3,5.3,1.0,8.1,7.2,6.1,1.5,Alto
40,1.47,1.51,1.64,5.41,3,5.8,3.7,6.9,5.7,5.4,5.3,7.8,4.1,6.5,4.4,Moderado
40,2.41,1.34,4.85,8.85,0,7.0,4.6,3.3,5.4,6.8,4.4,5.1,5.9,8.1,4.4,Alto
36,1.09,5.26,0.87,5.67,4,1.4,4.9,5.6,6.1,7.5,7.1,3.2,3.1,3.4,7.5,Bajo
31,2.12,1.97,3.77,7.94,5,5.6,4.4,7.5,5.2,5.8,5.6,6.8,6.1,4.0,4.3,Bajo
34,0.23,6.65,1.88,2.88,9,1.5,1.0,10.0,6.9,9.2,7.7,1.0,2.0,3.4,10.0,Bajo
24,1.11,4.26,2.69,4.81,3,3.8,2.1,9.8,4.7,6.5,3.0,4.6,3.0,6.2,6.8,Bajo
20,0.0,5.46,0.22,4.51,5,1.0,3.1,6.5,7.7,9.5,6.8,2.3,1.0,3.3,9.8,Bajo
29,2.08,5.18,0.0,3.66,5,1.0,2.8,8.6,7.7,8.5,7.2,2.4,2.6,1.3,9.0,Bajo
36,0.48,5.49,0.0,1.0,4,2.3,1.4,8.4,8.8,7.5,7.9,2.2,1.9,4.1,5.8,Bajo
25,3.03,2.1,5.01,9.44,5,8.2,5.2,4.7,7.4,4.8,3.5,4.9,6.2,6.8,4.6,Moderado
42,1.73,4.2,2.06,3.96,7,2.9,4.2,5.8,6.4,9.0,3.4,2.9,4.8,5.8,6.3,Bajo
19,1.69,2.83,1.43,6.03,1,6.0,5.6,7.6,6.8,8.8,2.6,5.3,5.3,5.2,5.6,Moderado
15,1.09,4.36,1.18,2.32,3,5.7,3.7,7.0,8.1,6.2,5.7,3.4,3.7,3.8,6.6,Bajo
22,0.66,3.46,3.75,5.01,0,10.0,6.2,1.6,5.8,5.6,1.7,8.1,4.9,6.4,1.4,Alto
35,0.65,4.16,2.11,4.77,4,6.3,5.9,4.9,7.2,5.5,4.2,6.4,3.8,6.4,6.1,Moderado
42,2.09,4.33,0.83,6.03,3,6.7,5.1,4.0,6.3,5.7,2.4,3.6,3.9,5.9,5.2,Moderado
26,0.0,3.93,2.79,4.72,5,4.2,2.9,7.0,7.4,6.2,4.4,4.2,3.7,2.5,4.5,Bajo
26,3.05,2.67,3.98,7.78,3,7.5,8.0,4.9,6.3,5.7,3.3,9.3,8.2,9.0,4.3,Alto
19,3.62,2.42,5.56,11.37,3,8.7,4.9,3.1,5.8,4.9,2.9,5.9,8.4,8.5,2.3,Alto
21,2.12,3.74,3.6,7.25,2,6.4,5.0,5.7,8.0,7.4,5.2,5.9,5.0,6.9,5.6,Bajo
18,1.22,3.84,0.0,4.35,5,3.9,3.6,5.9,6.6,8.6,2.6,4.0,1.7,5.4,6.8,Bajo
20,0.17,5.35,2.3,5.32,4,3.0,1.0,10.0,8.2,8.4,5.8,2.4,2.3,1.1,6.9,Bajo
27,1.66,3.84,2.84,5.96,8,6.5,1.0,9.3,9.2,7.7,4.3,1.9,2.7,3.9,5.6,Bajo
34,0.0,4.69,0.0,2.78,7,1.0,1.0,10.0,8.8,10.0,5.1,2.5,1.0,2.0,10.0,Bajo
44,0.47,4.3,1.16,3.9,3,3.1,2.5,9.9,6.9,7.7,4.0,1.9,3.1,1.8,7.0,Bajo
29,1.86,4.23,3.27,8.49,3,5.7,5.7,4.6,7.1,5.9,2.2,6.0,4.5,4.2,4.9,Moderado
17,1.53,4.29,1.44,5.7,4,5.0,6.4,4.3,9.2,5.6,4.6,4.3,1.6,5.8,6.2,Moderado
37,4.3,0.19,4.58,11.43,2,10.0,10.0,2.4,5.4,3.9,1.8,9.8,7.7,9.9,1.0,Alto
22,1.91,4.0,3.13,8.37,7,4.3,1.9,6.6,8.0,8.3,5.8,2.6,3.1,7.2,6.2,Bajo
34,1.37,5.19,2.57,5.96,5,4.2,3.1,6.1,7.3,8.8,5.0,2.1,2.9,3.9,6.7,Bajo
30,2.58,2.38,2.9,6.7,2,7.0,5.5,4.0,6.5,5.4,3.0,7.0,5.0,4.8,6.1,Alto
27,0.05,4.7,1.6,3.85,8,1.3,1.0,7.8,8.3,8.7,6.4,1.0,1.0,1.5,8.6,Bajo
32,0.0,7.89,1.32,2.97,7,1.1,2.6,6.7,7.1,8.6,6.8,1.1,1.5,3.5,9.8,Bajo
42,1.61,3.1,3.43,7.64,3,5.0,6.6,4.8,6.9,4.5,0.0,6.5,3.7,5.7,4.7,Moderado
24,1.24,3.05,1.79,5.09,6,5.1,3.2,7.0,6.0,6.5,4.1,2.3,6.7,4.8,5.0,Bajo
44,0.62,4.36,2.32,5.34,3,7.0,4.8,8.2,6.8,8.1,4.7,5.6,2.2,3.9,5.6,Bajo
33,1.03,4.95,0.79,2.62,5,2.6,1.3,9.0,9.4,6.4,7.8,2.8,1.5,4.8,8.8,Bajo
31,1.14,2.19,0.8,4.44,1,4.3,1.8,6.3,6.8,5.4,2.0,5.9,5.0,6.3,6.5,Bajo
38,0.36,4.98,1.41,2.48,7,5.5,1.1,9.3,6.7,7.5,3.2,3.5,1.8,2.6,6.9,Bajo
33,2.35,4.9,2.45,7.76,3,5.2,5.2,6.5,7.2,4.8,0.5,5.3,5.9,4.5,6.3,Bajo
42,0.0,5.04,1.48,4.44,8,3.6,2.6,7.9,7.3,8.8,3.3,1.0,1.4,2.2,7.0,Bajo
40,1.59,2.14,3.53,7.47,3,3.7,6.1,7.6,7.2,6.4,4.0,5.5,2.5,2.5,6.1,Bajo
37,3.35,2.11,3.87,9.54,1,9.5,9.8,3.1,4.5,4.2,0.5,8.9,9.0,7.5,1.6,Alto
40,1.14,5.07,1.71,4.63,5,5.7,5.1,6.8,8.0,6.9,3.4,3.1,1.0,2.2,7.9,Bajo
19,1.78,3.56,3.13,6.31,3,4.9,4.9,4.7,7.2,7.3,4.2,4.1,4.4,5.9,6.8,Bajo
40,1.2,3.64,1.54,4.73,5,4.7,5.1,4.1,6.2,7.0,5.1,4.5,5.1,5.9,5.6,Moderado
35,1.75,6.07,2.83,8.56,6,3.6,6.2,6.7,7.2,3.2,3.8,5.1,1.6,4.9,5.0,Bajo
44,2.46,2.83,2.56,7.25,6,7.0,6.2,5.7,8.4,3.9,3.5,6.2,4.5,6.0,5.1,Moderado
37,1.61,2.6,2.51,4.78,5,4.6,6.4,6.3,6.1,6.5,4.3,7.0,2.6,6.7,5.3,Bajo
23,2.57,3.72,3.54,6.4,2,7.0,4.3,6.6,7.5,6.4,0.9,3.8,4.6,6.4,5.1,Moderado
26,2.36,4.77,1.95,4.87,2,4.8,1.2,5.2,7.5,6.7,4.4,5.0,6.3,7.1,5.9,Moderado
35,0.89,4.42,3.39,5.9,6,5.6,5.5,3.4,7.3,7.9,3.8,4.6,4.5,5.5,7.5,Moderado
15,2.64,1.77,0.33,6.23,3,5.5,4.4,7.1,8.0,7.5,4.2,5.4,3.3,6.4,5.9,Moderado
40,0.0,5.33,0.0,1.0,8,1.5,1.0,10.0,8.0,10.0,5.3,2.8,1.0,2.0,9.8,Bajo
40,6.52,2.26,2.81,12.75,0,10.0,9.3,1.2,5.3,1.0,0.5,10.0,8.2,9.3,3.9,Alto
15,2.21,3.53,2.06,6.46,5,8.5,6.4,2.6,6.6,7.3,3.7,6.7,5.4,7.1,3.6,Alto
29,0.79,3.84,3.38,6.65,6,1.4,3.0,8.3,6.9,7.5,7.6,4.0,2.1,4.0,8.1,Bajo
16,2.36,4.99,2.71,7.53,4,5.3,5.7,4.1,7.3,6.1,1.2,6.2,4.9,4.7,5.9,Alto
44,0.0,6.45,0.43,3.02,9,3.0,1.0,6.7,7.6,10.0,6.5,3.3,2.1,1.7,8.5,Bajo
36,0.92,4.25,2.79,5.29,6,2.8,2.4,7.0,9.0,4.9,6.4,3.2,1.9,4.2,7.0,Bajo
30,0.73,6.51,1.94,2.33,7,1.0,1.7,9.2,7.6,8.9,3.9,1.0,1.0,1.0,7.8,Bajo
39,1.18,6.06,1.23,3.82,3,4.0,4.5,6.0,5.8,7.8,3.8,3.0,3.3,4.5,6.5,Moderado
22,0.0,4.69,3.42,4.53,5,1.4,2.0,9.7,9.1,8.6,6.3,1.1,1.0,1.1,6.8,Bajo
27,1.08,4.13,3.16,6.56,3,1.0,5.0,4.2,6.1,6.9,6.5,5.2,3.8,5.0,7.4,Moderado
35,3.64,5.24,3.58,9.44,1,5.2,7.0,4.7,5.4,6.1,6.4,5.7,6.1,5.2,6.8,Alto
15,0.04,5.56,2.17,3.94,5,1.0,2.5,7.0,7.9,8.2,3.1,3.4,1.0,4.5,7.2,Bajo
30,2.67,3.07,3.16,9.58,5,6.7,4.0,5.4,8.1,6.9,3.4,5.4,2.1,5.8,7.0,Moderado
43,0.0,5.21,1.0,2.36,7,4.2,3.5,8.1,8.3,9.6,5.4,2.7,6.0,3.6,7.3,Bajo
21,3.1,4.81,5.12,8.0,3,6.5,4.5,6.4,6.1,6.3,4.2,5.9,4.3,5.4,5.0,Alto
19,1.25,3.74,1.53,4.9,9,3.6,2.9,7.8,7.6,8.9,5.1,4.1,4.3,5.1,6.5,Bajo
36,2.34,3.1,4.25,9.78,5,7.4,6.6,5.2,6.2,4.0,1.6,5.1,5.6,7.4,5.5,Alto
43,0.0,5.75,0.21,2.5,7,1.0,1.0,9.6,9.8,10.0,4.7,2.0,1.0,1.8,8.7,Bajo
37,0.0,4.47,0.84,2.49,7,4.3,3.3,8.6,7.3,8.9,2.9,1.8,2.7,4.9,8.9,Bajo
17,0.0,5.46,3.29,5.53,5,2.7,2.5,9.6,7.9,9.8,2.3,4.0,1.8,2.9,8.1,Bajo
26,2.62,3.68,2.59,9.05,4,6.5,5.5,8.0,7.0,4.7,1.4,5.1,4.2,5.6,5.6,Bajo
40,2.35,4.03,3.02,6.5,3,7.3,5.9,6.5,5.6,6.8,5.1,5.7,5.1,5.3,3.2,Alto
30,0.97,4.83,3.06,6.07,2,6.3,7.4,5.4,6.6,4.9,4.7,2.9,5.1,5.0,5.5,Bajo
33,0.64,3.29,4.59,7.9,6,4.3,5.0,8.5,7.2,10.0,5.4,4.3,2.1,3.4,5.6,Bajo
19,0.0,7.14,1.87,4.13,8,1.0,1.0,10.0,10.0,10.0,7.0,1.0,1.0,1.1,10.0,Bajo
36,0.0,3.9,3.82,5.57,4,5.0,5.5,5.1,7.1,5.0,3.9,4.8,2.9,5.5,8.3,Bajo
39,2.37,3.34,6.14,10.08,3,7.3,5.7,5.2,6.1,4.7,2.7,6.0,4.2,5.1,2.8,Moderado
43,5.56,1.04,4.24,11.51,0,10.0,10.0,1.0,5.0,2.9,0.0,10.0,10.0,10.0,1.0,Alto
28,0.84,3.49,2.73,6.1,7,3.5,4.2,7.6,7.2,7.7,5.5,4.6,2.0,6.4,6.0,Bajo
42,0.84,6.19,1.91,5.22,5,4.3,4.2,9.6,7.4,9.7,6.1,3.8,3.8,3.1,6.0,Bajo
19,2.3,5.53,1.05,7.45,3,6.0,6.3,6.4,7.6,5.6,1.9,6.7,4.2,4.7,4.4,Moderado
29,0.89,4.83,2.71,4.06,2,5.9,4.6,8.1,8.1,6.4,2.6,3.1,4.1,4.6,8.3,Bajo
31,3.74,3.2,3.28,10.79,4,5.6,10.0,3.0,5.2,3.3,3.0,6.3,6.7,8.8,5.7,Alto
44,1.62,5.02,3.23,6.64,7,3.3,2.4,8.2,8.5,7.3,5.5,3.4,1.0,3.1,6.3,Bajo
28,0.0,5.24,1.86,3.77,4,3.6,5.1,7.4,7.9,5.3,5.4,4.8,3.5,6.8,7.0,Bajo
44,2.36,0.59,2.92,8.15,1,6.3,7.7,3.9,6.3,4.1,5.1,6.9,6.6,5.2,3.2,Alto
34,3.76,3.66,4.34,10.96,6,6.4,5.8,6.3,5.5,4.5,2.0,3.6,3.5,5.7,4.6,Moderado
19,3.15,2.15,3.6,9.9,2,5.8,7.9,4.3,6.4,5.3,2.5,5.4,9.2,4.9,1.3,Alto
26,0.9,4.63,3.23,7.51,4,4.2,4.0,7.8,7.0,9.1,3.0,3.4,4.1,3.1,9.4,Bajo
30,2.94,3.7,4.19,9.08,2,7.8,6.7,2.1,6.6,4.5,1.1,4.9,7.6,6.9,4.9,Alto
40,0.36,5.85,1.27,5.02,7,1.0,1.0,10.0,8.7,8.7,5.4,1.5,1.6,2.5,8.4,Bajo
40,0.0,5.43,0.63,2.0,6,1.6,1.5,9.8,9.3,10.0,8.1,1.2,1.0,3.7,9.4,Bajo
30,3.9,1.19,4.28,9.88,0,6.9,8.0,3.3,5.1,4.2,4.1,6.0,7.5,6.3,3.1,Alto
35,1.29,3.88,2.38,5.48,4,7.7,2.3,5.9,8.9,7.7,3.9,3.9,6.7,5.5,7.1,Moderado
21,2.1,3.66,2.62,6.19,4,8.5,4.8,4.1,7.2,3.7,0.0,6.5,6.8,5.0,3.8,Alto
18,1.44,3.05,2.5,6.0,3,5.3,3.8,4.7,7.6,5.3,4.5,2.9,3.9,6.4,5.6,Moderado
15,1.45,2.0,3.78,8.13,6,4.5,4.3,7.6,8.7,7.4,4.6,3.8,2.6,6.6,5.2,Bajo
